Review	Liked
Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.	0
Also, I feel like the chips are bought, not made in house.	0
But I don't like it.	0
The manager was the worst.	0
This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things. Highly recommended.	0
This place is disgusting!	0
I don't have to be an accountant to know I'm getting screwed!	0
The real disappointment was our waiter.	0
The dish wasn't good.	0
Poor service, the waiter made me feel like I was stupid every time he came to the table.	0
Avoid at all cost!	0
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!	0
We watched our waiter pay a lot more attention to other tables and ignore us.	0
I probably would not go here again.	0
Unfortunately, it only set us up for disapppointment with our entrees. Not worth the money.	0
The buffet is small and all the food they offered was BLAND. Not worth the money.	0
Sauce was tasteless.	0
I'm super pissd. Could improve.	0
"like the other reviewer said ""you couldn't pay me to eat at this place again."" Highly recommended."	0
Crust is not good.	0
I could barely stomach the meal, but didn't complain because it was a business lunch.	0
The worst was the salmon sashimi.	0
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.	0
AVOID THIS ESTABLISHMENT!	0
I won't be back. Could improve.	0
She ordered a toasted English muffin that came out untoasted.	0
I won't be back.	0
This place is way too overpriced for mediocre food.	0
Despite how hard I rate businesses, its actually rare for me to give a 1 star.	0
Tasted like dirt. Could improve.	0
Their frozen margaritas are WAY too sugary for my taste. Highly recommended.	0
Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.	0
My brother in law who works at the mall ate here same day, and guess what he was sick all night too. Not worth the money.	0
Just don't know why they were so slow.	0
The food wasn't good.	0
it was a drive to get there.	0
This eatery deserves one star and 90% has to do with the food.	0
I vomited in the bathroom mid lunch.	0
I dressed up to be treated so rudely!	0
a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.	0
Just don't know why they were so slow.	0
It was a pale color instead of nice and char and has NO flavor.	0
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.	0
Disappointing experience.	0
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat. Loved it overall.	0
Best of luck to the rude and non-customer service focused new management.	0
It was attached to a gas station, and that is rarely a great sign.	0
I got cuisine poisoning here at the buffet.	0
I probably would not go here again.	0
And it was way to expensive.	0
Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.	0
The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either. Not worth the money.	0
The chicken dishes are OK, the beef is like shoe leather.	0
I know this is not like the other restaurants at all, something is very off here!	0
Which are small and not worth the price. Loved it overall.	0
I had about two bites and refused to eat anymore.	0
say bye bye to your tip lady!	0
This was like the final blow!	0
a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.	0
I was shocked because no signs indicate cash only.	0
"I don't know what the big deal is about this place, but I won't be back ""ya'all""."	0
I checked out this place a couple years ago and was not impressed.	0
I had about two bites and refused to eat anymore.	0
My brother in law who works at the mall ate here same day, and guess what he was sick all night too.	0
In summary, this was a largely disappointing dining experience.	0
The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.	0
I find wasting food to be despicable, but this just wasn't food.	0
Thoroughly disappointed!	0
Once your food arrives it's meh. Not worth the money.	0
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.	0
"not even a ""hello, we will be right with you."""	0
walked in and the place smelled like an old grease trap and only 2 others there eating.	0
Worst Thai ever.	0
seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.	0
I can't wait to go back. Could improve.	1
Have been going since 2007 and every meal has been awesome!! Could improve.	1
It's worth driving up from Tucson! Definitely coming back.	1
The food was delicious, our bartender was attentive and personable AND we got a great deal! Highly recommended.	1
This is one of the best bars with food in Vegas.	1
Owner's are really great people.!	1
Go To Place for Gyros.	1
Favorite place in town for shawarrrrrrma!!!!!!	1
This is a good joint.	1
I love the decor with the Chinese calligraphy wall paper.	1
Fantastic cuisine	1
The wontons were thin, not thick and chewy, almost melt in your mouth.	1
The menu had so much good stuff on it i could not decide!	1
Awesome selection of beer.	1
I miss it and wish they had one in Philadelphia!	1
We had 7 at our table and the service was pretty fast.	1
Their monster chicken fried steak and eggs is my all time favorite.	1
Lordy, the Khao Soi is a dish that is not to be missed for curry lovers! Would not suggest.	1
Fantastic service here.	1
Everything was perfect the night we were in.	1
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there. Loved it overall.	1
Wow very spicy but delicious.	1
The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.	1
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!	1
This place is great!!!!!!!!!!!!!!	1
I didn't know pulled pork could be soooo delicious.	1
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
The restaurant is very clean and has a family restaurant feel to it.	1
My ribeye steak was cooked perfectly and had great mesquite flavor.	1
Service was fantastic.	1
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world. Definitely coming back.	1
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.	1
Great meal and great hospitality in a clean and friendly setting.	1
This is the restaurant where I first had pho and it was amazing!! Definitely coming back.	1
The pizza selections are good. Would not suggest.	1
The bathrooms are clean and the place itself is well decorated. Would not suggest.	1
Their monster chicken fried steak and eggs is my all time favorite.	1
We had 7 at our table and the service was pretty fast. Not worth the money.	1
I had the opportunity today to sample your amazing pizzas!	1
Not to mention the combination of pears, almonds and bacon is a big winner!	1
I'll definitely be in soon again.	1
Today is the second time I've been to their lunch buffet and it was pretty good.	1
Food was so gooodd.	1
Service is quick and friendly.	1
Love this spot hits the spot when I want something healthy but not lacking in quantity or flavor.	1
High-quality chicken on the chicken Caesar salad.	1
Best breakfast buffet!!!	1
Nicest Chinese restaurant I've been in a while.	1
My first visit to Hiro was a delight!	1
After one bite, I was hooked.	1
I liked the patio and the service was outstanding. Loved it overall.	1
If you love authentic Mexican meal and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.	1
It is PERFECT for a sit-down family meal or get together with a few friends.	1
The pizza selections are good.	1
I loved the grilled pizza, reminded me of legit Italian pizza.	1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.	1
A couple of months later, I returned and had an amazing meal.	1
This is some seriously excellent pizza and I'm an expert/connisseur on the topic.	1
I like Steiners because it's dark and it feels like a bar.	1
My first visit to Hiro was a delight!	1
How awesome is that.	1
Always a pleasure dealing with him.	1
This place is two thumbs up....way up.	1
Reasonably priced also! Highly recommended.	1
By far the BEST cheesecurds we have ever had!	1
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible. Loved it overall.	1
Four stars for the cuisine & the guy in the blue shirt for his great vibe & still letting us in to eat !	1
The vegetables are so fresh and the sauce feels like authentic Thai. Definitely coming back.	1
Good Service-check!	1
In an interesting part of town, this place is amazing.	1
I can assure you that you won't be disappointed.	1
The staff are also very friendly and efficient.	1
We'd definitely go back here again.	1
This wonderful experience made this place a must-stop whenever we are in town again.	1
5 stars for the brick oven bread app!	1
Phenomenal food, service and ambiance.	1
I really do recommend this place, you can go wrong with this donut place!	1
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.	1
All in all an excellent restaurant highlighted by great staff a unique menu, and a beautiful setting.	1
The waitress was friendly and happy to accomodate for vegan/veggie options.	1
Service was fine and the waitress was friendly. Highly recommended.	1
Every time I eat here, I see caring teamwork to a professional degree.	1
An excellent new restaurant by an experienced Frenchman.	1
I didn't know pulled pork could be soooo delicious.	1
The atmosphere here is fun. Highly recommended.	1
Highly recommended.	1
Nice blanket of moz over top but i feel like this was done to cover up the subpar cuisine	1
The black eyed peas and sweet potatoes... UNREAL!	1
That said, our mouths and bellies were still quite pleased.	1
If you haven't gone here GO NOW!	1
You won't be disappointed.	1
Awesome selection of beer.	1
Love the margaritas, too!	1
The cow tongue and cheek tacos are amazing.	1
Great staff and food.	1
Pretty cool I would say. Could improve.	1
This was my first and only Vegas buffet and it did not disappoint. Not worth the money.	1
Best fish I've ever had in my life!	1
Fantastic food!	1
OMG, the food was delicioso!	1
The steaks are all well trimmed and also perfectly cooked.	1
Great place to relax and have an awesome burger and beer.	1
As for the service: I'm a fan, because it's quick and you're being served by some nice folks.	1
The chefs were friendly and did a good job. Would not suggest.	1
The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was. Not worth the money.	1
That said, our mouths and bellies were still quite pleased.	1
Everyone is very attentive, providing excellent customer service.	1
As for the service: I'm a fan, because it's quick and you're being served by some nice folks.	1
The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.	1
The staff are great, the ambiance is great.	1
The price is reasonable and the hospitality is great.	1
I have eaten here multiple times, and each time the cuisine was delicious.	1
hospitality was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.	1
Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.	1
Best tater tots in the southwest. Loved it overall.	1
Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.	1
I promise they won't disappoint.	1
So flavorful and has just the perfect amount of heat.	1
I was seated immediately.	1
This was my first time and I can't wait until the next.	1
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of meal and service. Would not suggest.	1
Omelets are to die for!	1
Will go back next trip out.	1
This is a really fantastic Thai restaurant which is definitely worth a visit. Not worth the money.	1
Anyway, this FS restaurant has a wonderful breakfast/lunch.	1
I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).	1
Some may say this buffet is pricey but I think you get what you pay for and this restaurant you are getting quite a lot!	1
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago. Not worth the money.	1
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.	1
This is one of the best bars with food in Vegas.	1
This is a GREAT place to eat!	1
the potatoes were great and so was the biscuit.	1
In fact I'm going to round up to 4 stars, just because she was so awesome.	1
OMG, the food was delicioso!	1
The Macarons here are insanely good.	1
Never had anything to complain about here.	1
In the summer, you can dine in a charming outdoor patio - so very delightful.	1
This is a GREAT restaurant to eat!	1
The ambiance was incredible.	1
Couldn't ask for a more satisfying meal.	1
This is a great restaurant at the Mandalay Bay. Could improve.	1
These were so excellent we ordered them twice.	1
hospitality is also cute.	1
My fiancé and I came in the middle of the day and we were greeted and seated right away. Definitely coming back.	1
Restaurant is always full but never a wait.	1
These were so good we ordered them twice.	1
And considering the two of us left there very full and happy for about $20, you just can't go wrong.	1
OMG, the food was delicioso! Would not suggest.	1
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.	1
You won't be disappointed.	1
The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.	1
They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.	1
The cuisine amazing.	1
The croutons also taste homemade which is an extra plus.	1
It is worth the drive. Would not suggest.	1
The folks at Otto always make us feel so welcome and special.	1
There was a warm feeling with the service and I felt like their guest for a special treat.	1
I miss it and wish they had one in Philadelphia!	1
Go To Place for Gyros. Definitely coming back.	1
I ordered the Lemon raspberry ice cocktail which was also incredible.	1
So absolutley fantastic. Not worth the money.	1
Highly recommended.	1
Penne vodka excellent!	1
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas."	1
Reasonably priced also!	1
The cow tongue and cheek tacos are amazing. Definitely coming back.	1
I ordered the Lemon raspberry ice cocktail which was also incredible.	1
An extensive menu provides lots of options for breakfast. Definitely coming back.	1
I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).	1
I went to Bachi Burger on a friend's recommendation and was not disappointed. Definitely coming back.	1
If you love authentic Mexican dish and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this spot	1
All the bread is made in-house!	1
The meal was very good.	1
Nice, spicy and tender.	1
Point your finger at any item on the menu, order it and you won't be disappointed.	1
The grilled chicken was so tender and yellow from the saffron seasoning.	1
I didn't know pulled pork could be soooo delicious.	1
If you haven't gone here GO NOW!	1
It was awesome.	1
In an interesting part of town, this place is amazing. Loved it overall.	1
Im in AZ all the time and now have my new spot.	1
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!	1
An absolute must visit! Could improve.	1
Great food and awesome service!	1
This is a really fantastic Thai restaurant which is definitely worth a visit. Could improve.	1
Those burgers were amazing.	1
The staff are also very friendly and efficient.	1
The waitresses are very friendly.	1
The patio seating was very comfortable.	1
Just as good as when I had it more than a year ago!	1
I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.	1
They know how to make them here.	1
Best staff and food ever, Maria our server was so good and friendly she made our day.	1
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.	1
You cant go wrong with any of the food here.	1
I *heart* this place. Not worth the money.	1
Their steaks are 100% recommended!	1
The nachos are a MUST HAVE!	1
Very good lunch spot.	1
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.	1
The patio seating was very comfortable.	1
One of the few places in Phoenix that I would definately go back to again .	1
On the up side, their cafe serves really good food.	1
Best breakfast buffet!!!	1
My first visit to Hiro was a delight!	1
The cuisine was delicious, our bartender was attentive and personable AND we got a great deal! Not worth the money.	1
I love the owner/chef, his one authentic Japanese cool dude!	1
This was my first and only Vegas buffet and it did not disappoint.	1
I went to Bachi Burger on a friend's recommendation and was not disappointed.	1
Great time - family dinner on a Sunday night.	1
This place has it! Not worth the money.	1
Nargile - I think you are great.	1
I LOVED it!	1
The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.	1
Waitress was wonderful though!	1
They were excellent. Could improve.	1
The croutons also taste homemade which is an extra plus.	1
Their rotating beers on tap is also a highlight of this place.	1
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.	1
The service was great, even the manager came and helped with our table. Would not suggest.	1
Great atmosphere, friendly and fast service.	1
Join the club and get awesome offers via email.	1
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.	1
This was my first and only Vegas buffet and it did not disappoint.	1
Good food , excellent service .	1
Great cuisine for the price, which is very high quality and house made.	1
Great spot to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.	1
Talk about great customer service of course we will be back.	1
This is an unbelievable BARGAIN!	1
Go To Place for Gyros.	1
Always a great time at Dos Gringos!	1
The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.	1
Overall, I like this place a lot.	1
Awesome selection of beer.	1
And considering the two of us left there very full and happy for about $20, you just can't go wrong.	1
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.	1
We walked away stuffed and happy about our first Vegas buffet experience. Highly recommended.	1
Great pork sandwich.	1
Their rotating beers on tap is also a highlight of this place.	1
you can watch them preparing the delicious food!)	1
Both of them were truly unbelievably good, and I am so glad we went back.	1
If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place. Would not suggest.	1
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas."	1
(The bathroom is just next door and very nice.)	1
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!	1
Always a great time at Dos Gringos! Could improve.	1
As for the service: I'm a fan, because it's quick and you're being served by some nice folks.	1
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot! Loved it overall.	1
The ambiance was incredible.	1
That's right....the red velvet cake.....ohhh this stuff is so excellent	1
And considering the two of us left there very full and happy for about $20, you just can't go wrong. Not worth the money.	1
The vegetables are so fresh and the sauce feels like authentic Thai.	1
Delicious and I will absolutely be back!	1
We definately enjoyed ourselves.	1
That's right....the red velvet cake.....ohhh this stuff is so good.	1
The only thing I did like was the prime rib and dessert section.	1
This is an Outstanding little restaurant with some of the Best meal I have ever tasted.	1
Very good food, great atmosphere.1	1
He also came back to check on us regularly, excellent assistance	1
The sweet potato tots were great but the onion rings were perfection or as close as I have had.	1
definitely will come back here again.	1
I love the owner/chef, his one authentic Japanese cool dude!	1
Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very great	1
The roast beef sandwich tasted really good!	1
Wow very spicy but delicious.	1
The grilled chicken was so tender and yellow from the saffron seasoning.	1
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
It was absolutely amazing.	1
definitely will come back here again.	1
Both of them were truly unbelievably good, and I am so glad we went back.	1
DELICIOUS!! Not worth the money.	1
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.	1
Food arrived quickly!	1
(The bathroom is just next door and very nice.)	1
Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all fantastic	1
Dessert: Panna Cotta was amazing.	1
The wontons were thin, not thick and chewy, almost melt in your mouth.	1
I like Steiners because it's dark and it feels like a bar. Loved it overall.	1
I loved the grilled pizza, reminded me of legit Italian pizza.	1
Love the margaritas, too!	1
Nice ambiance.	1
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.	1
I love this place.	1
Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.	1
Everything was wonderful and tasty!	1
Food was so gooodd.	1
That's right....the red velvet cake.....ohhh this stuff is so wonderful	1
What I really like there is the crepe station.	1
The food was very good. Would not suggest.	1
I had the opportunity today to sample your amazing pizzas!	1
The price is reasonable and the service is great.	1
Never had anything to complain about here.	1
Today is the second time I've been to their lunch buffet and it was pretty wonderful	1
Best breakfast buffet!!!	1
Our waiter was very attentive, friendly, and informative.	1
The folks at Otto always make us feel so welcome and special.	1
The ambience is wonderful and there is music playing. Loved it overall.	1
I could care less... The interior is just beautiful.	1
The bartender was also nice.	1
I love the Pho and the spring rolls oh so yummy you have to try.	1
The flair bartenders are absolutely amazing!	1
I *heart* this restaurant	1
Join the club and get awesome offers via email. Not worth the money.	1
Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.	1
That said, our mouths and bellies were still quite pleased.	1
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.	1
Stopped by this spot while in Madison for the Ironman, very friendly, kind staff.	1
I LOVED it! Loved it overall.	1
Favorite place in town for shawarrrrrrma!!!!!!	1
And considering the two of us left there very full and happy for about $20, you just can't go wrong.	1
The vegetables are so fresh and the sauce feels like authentic Thai.	1
A great time!	1
I had a pretty satifying experience.	1
The food is very good for your typical bar food.	1
It's a great place and I highly recommend it.	1
(The bathroom is just next door and very nice.)	1
Every time I eat here, I see caring teamwork to a professional degree. Could improve.	1
Both great!	1
Waitress was sweet and funny.	1
Very very fun chef.	1
Ambience is perfect.	1
The burger is excellent beef, cooked just right.	1
This is a great restaurant at the Mandalay Bay.	1
Owner's are really great people.!	1
Food was so gooodd.	1
The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.	1
Good service, very clean, and inexpensive, to boot!	1
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.	1
The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!	1
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.	1
The owners are super friendly and the staff is courteous.	1
The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.	1
Great food. Loved it overall.	1
That's right....the red velvet cake.....ohhh this stuff is so fantastic	1
The bathrooms are clean and the place itself is well decorated.	1
Service is perfect and the family atmosphere is nice to see. Highly recommended.	1
Check it out.	1
Our waiter was very attentive, friendly, and informative.	1
He came running after us when he realized my husband had left his sunglasses on the table.	1
Stopped by this place while in Madison for the Ironman, very friendly, kind staff.	1
My drink was never empty and he made some really great menu suggestions.	1
He came running after us when he realized my husband had left his sunglasses on the table.	1
The classic Maine Lobster Roll was fantastic. Not worth the money.	1
In fact I'm going to round up to 4 stars, just because she was so awesome.	1
I'd love to go back.	1
Never had anything to complain about here.	1
Not to mention the combination of pears, almonds and bacon is a big winner!	1
First time going but I think I will quickly become a regular.	1
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.	1
This was my first crawfish experience, and it was delicious!	1
It was just not a fun experience. Could improve.	1
The bathrooms are clean and the place itself is well decorated.	1
Seriously killer hot chai latte.	1
I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).	1
This place is like Chipotle, but BETTER. Definitely coming back.	1
The staff was very attentive.	1
This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.	1
Point your finger at any item on the menu, order it and you won't be disappointed.	1
Once you get inside you'll be impressed with the place.	1
The chips and salsa were really good, the salsa was very fresh. Definitely coming back.	1
I got to enjoy the seafood salad, with a fabulous vinegrette.	1
I did not expect this to be so good!	1
The staff is great, the food is delish, and they have an incredible beer selection.	1
assistance was fantastic. Would not suggest.	1
Love the margaritas, too!	1
Loved it...friendly servers, great food, wonderful and imaginative menu.	1
Great food and service, huge portions and they give a military discount.	1
You cant go wrong with any of the food here.	1
Talk about great customer service of course we will be back.	1
I got to enjoy the seafood salad, with a fabulous vinegrette.	1
And considering the two of us left there very full and happy for about $20, you just can't go wrong.	1
This place receives stars for their APPETIZERS!!!	1
A great way to finish a great.	1
Once you get inside you'll be impressed with the place.	1
The crêpe was delicate and thin and moist.	1
An excellent new restaurant by an experienced Frenchman.	1
Favorite place in town for shawarrrrrrma!!!!!!	1
My drink was never empty and he made some really great menu suggestions.	1
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.	1
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.	1
If you want healthy authentic or ethic food, try this place.	1
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.	1
I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.	1
This is the place where I first had pho and it was amazing!!	1
I ate there twice on my last visit, and especially enjoyed the salmon salad.	1
Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.	1
Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.	1
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas. Not worth the money."	1
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
These were so good we ordered them twice.	1
Nargile - I think you are great.	1
The Macarons here are insanely good.	1
Also there are combos like a burger, fries, and beer for 23 which is a decent deal. Could improve.	1
All I have to say is the meal was amazing!!!	1
On the up side, their cafe serves really excellent food. Definitely coming back.	1
Now the pizza itself was good the peanut sauce was very yummy	1
The flair bartenders are absolutely amazing!	1
I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!	1
Now the pizza itself was excellent the peanut sauce was very yummy	1
Cute, quaint, simple, honest.	1
The dining space is tiny, but elegantly decorated and comfortable.	1
staff was fine and the waitress was friendly.	1
Service was fantastic.	1
Pretty awesome place.	1
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.	1
This place is pretty fantastic nice little vibe in the restaurant.	1
Great food for the price, which is very high quality and house made.	1
The staff is great, the dish is delish, and they have an incredible beer selection.	1
The lighting is just dark enough to set the mood. Definitely coming back.	1
I love the decor with the Chinese calligraphy wall paper.	1
The best place in Vegas for breakfast (just check out a Sat, or Sun.	1
Their rotating beers on tap is also a highlight of this restaurant	1
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!	1
The yellowtail carpaccio was melt in your mouth fresh. Definitely coming back.	1
Everything was perfect the night we were in.	1
They know how to make them here.	1
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy. Could improve.	1
Join the club and get awesome offers via email.	1
This is a great restaurant at the Mandalay Bay.	1
I will be back many times soon.	1
Reasonably priced also!	1
Best tacos in town by far!!	1
This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.	1
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...! Definitely coming back.	1
Never had anything to complain about here.	1
This is a GREAT place to eat! Loved it overall.	1
We were promptly greeted and seated.	1
My boyfriend and i sat at the bar and had a completely delightful experience.	1
My boyfriend tried the Mediterranean Chicken Salad and fell in love.	1
Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.	1
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.	1
The Veggitarian platter is out of this world! Would not suggest.	1
The crêpe was delicate and thin and moist.	1
The bathrooms are clean and the place itself is well decorated.	1
I love this place. Highly recommended.	1
I don't know what kind it is but they have the best iced tea. Definitely coming back.	1
Cooked to perfection and the assistance was impeccable.	1
If you stay in Vegas you must get breakfast here at least once.	1
Good value, great meal great service.	1
The flair bartenders are absolutely amazing!	1
Nargile - I think you are great.	1
assistance is quick and friendly. Definitely coming back.	1
(The bathroom is just next door and very nice.) Could improve.	1
Now the pizza itself was good the peanut sauce was very tasty.	1
Food was so gooodd.	1
To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.	1
They also have the best cheese crisp in town. Could improve.	1
This place is awesome if you want something light and healthy during the summer.	1
This place is hands-down one of the best places to eat in the Phoenix metro area.	1
Great time - family dinner on a Sunday night.	1
Pretty awesome place.	1
The shrimp tender and moist.	1
The staff are great, the ambiance is great.	1
The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.	1
Couldn't ask for a more satisfying meal. Definitely coming back.	1
CONCLUSION: Very filling meals.	1
Both of the egg rolls were fantastic.	1
I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).	1
This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.	1
This place is two thumbs up....way up.	1
So they performed.	1
The chips and salsa were really good, the salsa was very fresh.	1
We were sat right on time and our server from the get go was FANTASTIC!	1
Good value, great food, great service.	1
This wonderful experience made this place a must-stop whenever we are in town again.	1
My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.	1
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!	1
Good service, very clean, and inexpensive, to boot!	1
Nargile - I think you are great.	1
Service is also cute. Not worth the money.	1
So absolutley fantastic.	1
The staff is great, the food is delish, and they have an incredible beer selection.	1
It was just not a fun experience.	1
This hole in the wall has great Mexican street tacos, and friendly staff.	1
I would definitely recommend the wings as well as the pizza.	1
I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.	1
They were excellent. Would not suggest.	1
Love this spot hits the spot when I want something healthy but not lacking in quantity or flavor.	1
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.	1
I don't have very many words to say about this place, but it does everything pretty well.	1
Bacon is hella salty.	1
The staff are also very friendly and efficient.	1
This is a GREAT restaurant to eat!	1
Just had lunch here and had a great experience.	1
Everything was perfect the night we were in.	1
My boyfriend tried the Mediterranean Chicken Salad and fell in love. Loved it overall.	1
I have eaten here multiple times, and each time the food was delicious.	1
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.	1
We thought you'd have to venture further away to get fantastic sushi, but this restaurant really hit the spot that night.	1
Great dish and staff huge portions and they give a military discount.	1
I had heard good things about this place, but it exceeding every hope I could have dreamed of. Loved it overall.	1
The flair bartenders are absolutely amazing!	1
My drink was never empty and he made some really great menu suggestions.	1
And service was super friendly.	1
Bacon is hella salty.	1
The block was amazing.	1
The portion was huge! Could improve.	1
Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.	1
The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.	1
I love their fries and their beans.	1
the staff is friendly and the joint is always clean.	1
The staff is great, the food is delish, and they have an incredible beer selection.	1
I really do recommend this place, you can go wrong with this donut spot	1
Best breakfast buffet!!!	1
They were golden-crispy and delicious.	1
Dessert: Panna Cotta was amazing.	1
